seconds,pressure,flow,insp,.dVol,volume,vent_RR,vent_rel_vt
16.079387426376343,13.5377,23.6471,680,8.000233333333334,385.41138333333333,10,10
16.099377870559692,13.5724,22.9399,680,7.764500000000001,393.17588333333333,10,10
16.11936855316162,13.5724,22.1443,680,7.514033333333334,400.68991666666665,10,10
16.13935899734497,13.6071,21.5255,680,7.2783,407.96821666666665,10,10
16.15934944152832,13.6071,20.8183,680,7.0573,415.02551666666665,10,10
16.17933988571167,13.6071,20.1111,680,6.821566666666667,421.84708333333333,10,10
16.19933032989502,13.5724,19.4923,680,6.6005666666666665,428.44765,10,10
16.21932101249695,13.5724,18.8735,680,6.394299999999999,434.84195,10,10
16.239311456680298,13.5031,18.5199,680,6.232233333333333,441.07418333333334,10,10
16.259301900863647,13.5031,18.1663,680,6.114366666666666,447.18855,10,10
16.279292345046997,13.4684,17.9895,680,6.025966666666667,453.21451666666667,10,10
16.299282789230347,13.4684,17.6359,680,5.937566666666666,459.15208333333334,10,10
16.319273233413696,13.4337,17.6359,680,5.878633333333333,465.03071666666665,10,10
16.339263677597046,13.4684,17.3707,680,5.834433333333333,470.86515,10,10
16.359254360198975,13.4684,17.1055,680,5.746033333333333,476.6111833333333,10,10
16.379245042800903,13.4684,16.8403,680,5.657633333333333,482.2688166666667,10,10
16.399235486984253,13.4684,16.5751,680,5.569233333333333,487.83805,10,10
16.419225931167603,13.5031,16.3983,680,5.495566666666666,493.33361666666667,10,10
16.439216375350952,13.5377,15.8679,680,5.3777,498.7113166666667,10,10
16.4592068195343,13.5377,15.6027,680,5.245100000000001,503.95641666666666,10,10
16.47919726371765,13.5377,15.1607,680,5.127233333333333,509.08365,10,10
16.49918794631958,13.5031,14.8071,680,4.994633333333333,514.0782833333334,10,10
16.51917839050293,13.5031,14.2767,680,4.8473,518.9255833333333,10,10
16.53916883468628,13.4684,13.9231,680,4.699966666666667,523.62555,10,10
16.55915927886963,13.4684,13.6579,680,4.5968333333333335,528.2223833333334,10,10
16.57914972305298,13.5031,13.2159,680,4.4789666666666665,532.70135,10,10
16.599140167236328,13.5031,12.9507,680,4.3611,537.06245,10,10
16.619130849838257,13.5377,12.4203,680,4.2284999999999995,541.29095,10,10
16.639121532440186,13.5031,12.0667,680,4.081166666666666,545.3721166666667,10,10
16.659111976623535,13.5031,11.8015,680,3.9780333333333333,549.35015,10,10
16.679102420806885,13.4684,11.3595,680,3.8601666666666667,553.2103166666667,10,10
16.699092864990234,13.5031,11.0059,680,3.7275666666666667,556.9378833333334,10,10
16.719083309173584,13.5031,10.8291,680,3.6391666666666667,560.57705,10,10
16.739073753356934,13.5377,10.4755,680,3.5507666666666666,564.1278166666667,10,10
16.759064197540283,13.5031,10.2103,680,3.447633333333333,567.57545,10,10
16.779054641723633,13.5031,9.9451,680,3.3592333333333335,570.9346833333333,10,10
